review_id,product,order_status,review_text,sentiment
ORD201048,Monitor,Shipped,"Fast delivery and the monitor feels premium, very satisfied.",Positive
ORD201049,Desk,Shipped,The desk is not expensive but it does not feel cheap either. Loved it.,Positive
ORD201050,Laptop,Returned,"This laptop is not worth the price, very disappointing.",Negative
ORD201051,Monitor,Shipped,"This monitor is not worth the price, very disappointing.",Negative
ORD201052,Tablet,Shipped,"The tablet is not what I expected, poor quality overall.",Negative
ORD201053,Phone,Pending,"Regret buying this phone, customer service was no help either.",Negative
ORD201054,Printer,Delivered,"Terrible experience, the printer stopped working within a week.",Negative
ORD201055,Monitor,Delivered,"Best monitor I have bought this year, five stars.",Positive
ORD201056,Phone,Pending,"Terrible experience, the phone stopped working within a week.",Negative
ORD201057,Laptop,Shipped,"Terrible experience, the laptop stopped working within a week.",Negative
ORD201058,Desk,Returned,"Best desk I have bought this year, five stars.",Positive
ORD201059,Desk,Returned,"The desk is not what I expected, poor quality overall.",Negative
ORD201060,Tablet,Shipped,"Excellent tablet, would definitely buy again. Highly recommend!",Positive
ORD201061,Laptop,Shipped,"Best laptop I have bought this year, five stars.",Positive
ORD201062,Chair,Cancelled,"The chair is not what I expected, poor quality overall.",Negative
ORD201063,Desk,Shipped,"Fast delivery and the desk feels premium, very satisfied.",Positive
ORD201064,Laptop,Returned,"Best laptop I have bought this year, five stars.",Positive
ORD201065,Printer,Delivered,"The printer exceeded my expectations, great quality and fast shipping!",Positive
ORD201066,Desk,Cancelled,"This desk is not worth the price, very disappointing.",Negative
ORD201067,Phone,Returned,"Regret buying this phone, customer service was no help either.",Negative
ORD201068,Laptop,Shipped,"Fast delivery and the laptop feels premium, very satisfied.",Positive
ORD201069,Monitor,Returned,"Disappointed with the monitor, had to return it immediately.",Negative
ORD201070,Desk,Pending,The desk never worked properly from day one.,Negative
ORD201071,Phone,Shipped,"The phone exceeded my expectations, great quality and fast shipping!",Positive
ORD201072,Monitor,Cancelled,"Regret buying this monitor, customer service was no help either.",Negative
ORD201073,Tablet,Returned,I was worried at first but the tablet turned out to be really good.,Positive
ORD201074,Phone,Returned,"Terrible experience, the phone stopped working within a week.",Negative
ORD201075,Monitor,Delivered,"The monitor exceeded my expectations, great quality and fast shipping!",Positive
ORD201076,Laptop,Shipped,"Terrible experience, the laptop stopped working within a week.",Negative
ORD201077,Printer,Cancelled,Shipping took forever and the printer was not even functional.,Negative
ORD201078,Desk,Returned,I was worried at first but the desk turned out to be really good.,Positive
ORD201079,Phone,Delivered,"Excellent phone, would definitely buy again. Highly recommend!",Positive
ORD201080,Laptop,Delivered,I was worried at first but the laptop turned out to be really good.,Positive
ORD201081,Monitor,Pending,I was worried at first but the monitor turned out to be really good.,Positive
ORD201082,Chair,Pending,I was worried at first but the chair turned out to be really good.,Positive
ORD201083,Chair,Delivered,"Best chair I have bought this year, five stars.",Positive
ORD201084,Phone,Pending,"Great value for money, the phone works flawlessly.",Positive
ORD201085,Printer,Shipped,"Best printer I have bought this year, five stars.",Positive
ORD201086,Tablet,Pending,"Excellent tablet, would definitely buy again. Highly recommend!",Positive
ORD201087,Laptop,Shipped,"This laptop is not bad at all, actually pretty amazing for the price.",Positive
ORD201088,Desk,Shipped,"The desk was not good, arrived damaged and support was unhelpful.",Negative
ORD201089,Tablet,Shipped,Shipping took forever and the tablet was not even functional.,Negative
ORD201090,Monitor,Returned,"This monitor is not worth the price, very disappointing.",Negative
ORD201091,Laptop,Pending,I was worried at first but the laptop turned out to be really good.,Positive
ORD201092,Laptop,Delivered,"This laptop is not bad at all, actually pretty amazing for the price.",Positive
ORD201093,Phone,Returned,"I am not happy with this phone, complete waste of money.",Negative
ORD201094,Printer,Shipped,"Absolutely love this printer, works perfectly and arrived on time.",Positive
ORD201095,Phone,Delivered,I was worried at first but the phone turned out to be really good.,Positive
ORD201096,Tablet,Returned,"The tablet was not good, arrived damaged and support was unhelpful.",Negative
ORD201097,Monitor,Shipped,"Absolutely love this monitor, works perfectly and arrived on time.",Positive
ORD201098,Monitor,Delivered,"The monitor exceeded my expectations, great quality and fast shipping!",Positive
ORD201099,Laptop,Cancelled,"The laptop was not good, arrived damaged and support was unhelpful.",Negative
ORD201100,Laptop,Cancelled,"The laptop was not good, arrived damaged and support was unhelpful.",Negative
ORD201101,Monitor,Pending,"This monitor is not bad at all, actually pretty amazing for the price.",Positive
ORD201102,Chair,Shipped,"The chair exceeded my expectations, great quality and fast shipping!",Positive
ORD201103,Laptop,Delivered,"Super happy with my laptop purchase, no complaints so far.",Positive
ORD201104,Tablet,Shipped,The tablet is not expensive but it does not feel cheap either. Loved it.,Positive
ORD201105,Tablet,Cancelled,"Regret buying this tablet, customer service was no help either.",Negative
ORD201106,Chair,Cancelled,"Awful build quality, would not recommend this chair to anyone.",Negative
ORD201107,Tablet,Cancelled,"I am not happy with this tablet, complete waste of money.",Negative
ORD201108,Laptop,Cancelled,"This laptop is not worth the price, very disappointing.",Negative
ORD201109,Printer,Returned,"Disappointed with the printer, had to return it immediately.",Negative
ORD201110,Chair,Shipped,"Best chair I have bought this year, five stars.",Positive
ORD201111,Monitor,Cancelled,"I am not happy with this monitor, complete waste of money.",Negative
ORD201112,Desk,Delivered,I was worried at first but the desk turned out to be really good.,Positive
ORD201113,Desk,Delivered,"The desk exceeded my expectations, great quality and fast shipping!",Positive
ORD201114,Tablet,Cancelled,The tablet never worked properly from day one.,Negative
ORD201115,Laptop,Returned,"Awful build quality, would not recommend this laptop to anyone.",Negative
ORD201116,Printer,Delivered,I was worried at first but the printer turned out to be really good.,Positive
ORD201117,Chair,Shipped,I was worried at first but the chair turned out to be really good.,Positive
ORD201118,Phone,Returned,"This phone is not worth the price, very disappointing.",Negative
ORD201119,Laptop,Delivered,"This laptop is not bad at all, actually pretty amazing for the price.",Positive
ORD201120,Tablet,Pending,"Excellent tablet, would definitely buy again. Highly recommend!",Positive
ORD201121,Phone,Returned,"The phone was not good, arrived damaged and support was unhelpful.",Negative
ORD201122,Monitor,Returned,The monitor never worked properly from day one.,Negative
ORD201123,Tablet,Shipped,"Excellent tablet, would definitely buy again. Highly recommend!",Positive
ORD201124,Chair,Returned,"Disappointed with the chair, had to return it immediately.",Negative
ORD201125,Desk,Cancelled,"Terrible experience, the desk stopped working within a week.",Negative
ORD201126,Phone,Delivered,"Awful build quality, would not recommend this phone to anyone.",Negative
ORD201127,Printer,Shipped,"This printer is not bad at all, actually pretty amazing for the price.",Positive
ORD201128,Monitor,Cancelled,The monitor never worked properly from day one.,Negative
ORD201129,Chair,Pending,"Regret buying this chair, customer service was no help either.",Negative
ORD201130,Laptop,Returned,"Absolutely love this laptop, works perfectly and arrived on time.",Positive
ORD201131,Phone,Pending,The phone is not expensive but it does not feel cheap either. Loved it.,Positive
ORD201132,Chair,Cancelled,"This chair is not worth the price, very disappointing.",Negative
ORD201133,Printer,Returned,"The printer is not what I expected, poor quality overall.",Negative
ORD201134,Desk,Cancelled,"Awful build quality, would not recommend this desk to anyone.",Negative
ORD201135,Printer,Shipped,"The printer exceeded my expectations, great quality and fast shipping!",Positive
ORD201136,Tablet,Pending,"This tablet is not bad at all, actually pretty amazing for the price.",Positive
ORD201137,Printer,Pending,"Terrible experience, the printer stopped working within a week.",Negative
ORD201138,Desk,Pending,Shipping took forever and the desk was not even functional.,Negative
ORD201139,Chair,Cancelled,"Regret buying this chair, customer service was no help either.",Negative
ORD201140,Printer,Cancelled,The printer never worked properly from day one.,Negative
ORD201141,Chair,Cancelled,"This chair is not worth the price, very disappointing.",Negative
ORD201142,Phone,Returned,"Disappointed with the phone, had to return it immediately.",Negative
ORD201143,Chair,Pending,"Best chair I have bought this year, five stars.",Positive
ORD201144,Desk,Cancelled,"Disappointed with the desk, had to return it immediately.",Negative
ORD201145,Desk,Delivered,"Best desk I have bought this year, five stars.",Positive
ORD201146,Monitor,Pending,Shipping took forever and the monitor was not even functional.,Negative
ORD201147,Chair,Pending,"Fast delivery and the chair feels premium, very satisfied.",Positive
ORD201148,Phone,Returned,"Awful build quality, would not recommend this phone to anyone.",Negative
ORD201149,Chair,Pending,"Awful build quality, would not recommend this chair to anyone.",Negative
ORD201150,Desk,Cancelled,"The desk was not good, arrived damaged and support was unhelpful.",Negative
ORD201151,Chair,Cancelled,"The chair is not what I expected, poor quality overall.",Negative
ORD201152,Tablet,Shipped,"The tablet exceeded my expectations, great quality and fast shipping!",Positive
ORD201153,Monitor,Shipped,The monitor is not expensive but it does not feel cheap either. Loved it.,Positive
ORD201154,Monitor,Pending,The monitor never worked properly from day one.,Negative
ORD201155,Printer,Delivered,"This printer is not bad at all, actually pretty amazing for the price.",Positive
ORD201156,Laptop,Shipped,I was worried at first but the laptop turned out to be really good.,Positive
ORD201157,Monitor,Delivered,"This monitor is not bad at all, actually pretty amazing for the price.",Positive
ORD201158,Monitor,Pending,"Great value for money, the monitor works flawlessly.",Positive
ORD201159,Desk,Returned,Shipping took forever and the desk was not even functional.,Negative
ORD201160,Desk,Shipped,Shipping took forever and the desk was not even functional.,Negative
ORD201161,Phone,Cancelled,"Awful build quality, would not recommend this phone to anyone.",Negative
ORD201162,Phone,Delivered,"Best phone I have bought this year, five stars.",Positive
ORD201163,Laptop,Returned,"This laptop is not worth the price, very disappointing.",Negative
ORD201164,Tablet,Delivered,"The tablet was not good, arrived damaged and support was unhelpful.",Negative
ORD201165,Chair,Pending,"Terrible experience, the chair stopped working within a week.",Negative
ORD201166,Chair,Delivered,"The chair was not good, arrived damaged and support was unhelpful.",Negative
ORD201167,Printer,Pending,The printer never worked properly from day one.,Negative
ORD201168,Laptop,Delivered,"This laptop is not bad at all, actually pretty amazing for the price.",Positive
ORD201169,Chair,Cancelled,"I am not happy with this chair, complete waste of money.",Negative
ORD201170,Printer,Returned,"Best printer I have bought this year, five stars.",Positive
ORD201171,Phone,Delivered,"The phone exceeded my expectations, great quality and fast shipping!",Positive
ORD201172,Desk,Pending,"Regret buying this desk, customer service was no help either.",Negative
ORD201173,Monitor,Shipped,Shipping took forever and the monitor was not even functional.,Negative
ORD201174,Printer,Returned,"Best printer I have bought this year, five stars.",Positive
ORD201175,Printer,Returned,"The printer was not good, arrived damaged and support was unhelpful.",Negative
ORD201176,Tablet,Cancelled,"Super happy with my tablet purchase, no complaints so far.",Positive
ORD201177,Printer,Shipped,"Super happy with my printer purchase, no complaints so far.",Positive
ORD201178,Monitor,Cancelled,I was worried at first but the monitor turned out to be really good.,Positive
ORD201179,Laptop,Cancelled,"I am not happy with this laptop, complete waste of money.",Negative
ORD201180,Chair,Pending,"Absolutely love this chair, works perfectly and arrived on time.",Positive
ORD201181,Desk,Pending,"The desk is not what I expected, poor quality overall.",Negative
ORD201182,Chair,Returned,"This chair is not worth the price, very disappointing.",Negative
ORD201183,Desk,Shipped,"Great value for money, the desk works flawlessly.",Positive
ORD201184,Laptop,Returned,The laptop never worked properly from day one.,Negative
ORD201185,Chair,Returned,I was worried at first but the chair turned out to be really good.,Positive
ORD201186,Monitor,Shipped,"This monitor is not bad at all, actually pretty amazing for the price.",Positive
ORD201187,Desk,Delivered,"The desk is not what I expected, poor quality overall.",Negative
ORD201188,Printer,Shipped,"Absolutely love this printer, works perfectly and arrived on time.",Positive
ORD201189,Tablet,Cancelled,"The tablet was not good, arrived damaged and support was unhelpful.",Negative
ORD201190,Desk,Shipped,I was worried at first but the desk turned out to be really good.,Positive
ORD201191,Desk,Pending,"Fast delivery and the desk feels premium, very satisfied.",Positive
ORD201192,Chair,Pending,"The chair exceeded my expectations, great quality and fast shipping!",Positive
ORD201193,Tablet,Returned,"Terrible experience, the tablet stopped working within a week.",Negative
ORD201194,Printer,Pending,I was worried at first but the printer turned out to be really good.,Positive
ORD201195,Desk,Cancelled,"Awful build quality, would not recommend this desk to anyone.",Negative
ORD201196,Monitor,Cancelled,"Terrible experience, the monitor stopped working within a week.",Negative
ORD201197,Tablet,Delivered,"The tablet was not good, arrived damaged and support was unhelpful.",Negative
ORD201198,Chair,Cancelled,"Regret buying this chair, customer service was no help either.",Negative
ORD201199,Tablet,Returned,"The tablet was not good, arrived damaged and support was unhelpful.",Negative
